0,5.272782284,6.163920574,6.363939939,6.684718088,7.050638753,5.82348124,6.322997276,1.76667938,3.300151697,6.260539148,5.603339464,3.779587521,4.723901196,7.664174977,4.902430086,5.82348124,3.504013209,5.414794281,4.114313078,5.67378006
5.272782284,0,3.592353516,4.165090751,4.412097632,4.006700129,3.239762996,4.030318805,5.211097457,5.362358594,4.172695919,2.672212391,5.762818285,3.305817397,8.913818415,3.880413234,3.239762996,5.799174799,5.208821166,5.730411218,3.612565321
6.163920574,3.592353516,0,4.584699344,5.776154296,5.729157031,2.62001772,5.402409574,6.102647993,6.249707737,4.577387873,3.618699993,6.649193352,3.900803839,9.81717061,4.590327074,2.62001772,6.688289429,6.061659286,6.613436771,3.827656016
6.363939939,4.165090751,4.584699344,0,5.908852635,6.025347271,4.001370793,5.539331474,6.305361465,6.435571196,2.78541226,3.889629728,6.850644233,4.20385852,10.00365637,4.853716555,4.001370793,6.874446403,6.139061346,6.807417841,3.549107493
6.684718088,4.412097632,5.776154296,5.908852635,0,5.258280854,5.362173096,1.06222264,6.628533234,6.749735981,5.894927583,4.78313667,7.188653679,5.089208149,10.26203054,5.576931619,5.362173096,7.183002115,6.474365892,7.146238858,5.443213745
7.050638753,4.006700129,5.729157031,6.025347271,5.258280854,0,5.325208233,4.860714501,6.991242992,7.129796032,6.033682355,4.664943944,7.546046173,5.244338348,10.6667747,5.77863318,5.325208233,7.565306218,6.919463707,7.509266904,5.548337284
5.82348124,3.239762996,2.62001772,4.001370793,5.362173096,5.325208233,0,4.988718267,5.762853754,5.906038451,4.036082776,3.005256787,6.309543692,3.599908905,9.472124965,4.276121249,0,6.344529491,5.694845128,6.272203185,3.345575642
6.322997276,4.030318805,5.402409574,5.539331474,1.06222264,4.860714501,4.988718267,0,6.266710386,6.388461901,5.526071399,4.407579451,6.826657222,4.721029179,9.901564715,5.210113032,4.988718267,6.821801423,6.115065522,6.784419112,5.07355266
1.76667938,5.211097457,6.102647993,6.305361465,6.628533234,6.991242992,5.762853754,6.266710386,0,3.394627976,6.202044853,5.543643882,3.806835469,4.662173425,7.580316069,4.840098976,5.762853756,3.620697339,5.371579779,4.129629002,5.614297996
3.300151697,5.362358594,6.249707737,6.435571196,6.749735981,7.129796032,5.906038451,6.388461901,3.394627976,0,6.331308498,5.68216745,3.654423365,4.807831015,7.979189806,4.987163574,5.906038451,2.503186816,5.388998523,3.610847412,5.749114461
6.260539148,4.172695919,4.577387873,2.78541226,5.894927583,6.033682355,4.036082776,5.526071399,6.202044853,6.331308498,0,3.996067574,6.746083879,4.052234991,9.903361819,4.7167281,4.036082776,6.770623056,6.024929404,6.702063015,3.252442354
5.603339464,2.672212391,3.618699993,3.889629728,4.78313667,4.664943944,3.005256787,4.407579451,5.543643882,5.68216745,3.996067574,0,6.093269036,3.577153942,9.23733239,4.183003254,3.005256802,6.119561326,5.451074981,6.054890393,3.564183921
3.779587521,5.762818285,6.649193352,6.850644233,7.188653679,7.546046173,6.309543692,6.826657222,3.806835469,3.654423365,6.746083879,6.093269036,0,5.194852658,8.459099301,5.364201722,6.309543692,4.261659312,5.877424141,3.67505687,6.156863127
4.723901196,3.305817397,3.900803839,4.20385852,5.089208149,5.244338348,3.599908905,4.721029179,4.662173425,4.807831015,4.052234991,3.577153942,5.194852658,0,8.417297803,2.218875486,3.599908904,5.251073417,4.621852764,5.154196392,3.283507666
7.664174977,8.913818415,9.81717061,10.00365637,10.26203054,10.6667747,9.472124965,9.901564715,7.580316069,7.979189806,9.903361819,9.23733239,8.459099301,8.417297803,0,8.620915083,9.472124965,8.311621081,9.099123152,8.561283213,9.326950103
4.902430086,3.880413234,4.590327074,4.853716555,5.576931619,5.77863318,4.276121249,5.210113032,4.840098976,4.987163574,4.7167281,4.183003254,5.364201722,2.218875486,8.620915083,0,4.276121249,5.433156337,4.846610843,5.321486827,4.023273476
5.82348124,3.239762996,2.62001772,4.001370793,5.362173096,5.325208233,0,4.988718267,5.762853756,5.906038451,4.036082776,3.005256802,6.309543692,3.599908904,9.472124965,4.276121249,0,6.344529491,5.694845102,6.272203186,3.345575642
3.504013209,5.799174799,6.688289429,6.874446403,7.183002115,7.565306218,6.344529491,6.821801423,3.620697339,2.503186816,6.770623056,6.119561326,4.261659312,5.251073417,8.311621081,5.433156337,6.344529491,0,5.843715742,4.332928488,6.18898969
5.414794281,5.208821166,6.061659286,6.139061346,6.474365892,6.919463707,5.694845128,6.115065522,5.371579779,5.388998523,6.024929404,5.451074981,5.877424141,4.621852764,9.099123152,4.846610843,5.694845102,5.843715742,0,5.774206023,5.476649853
4.114313078,5.730411218,6.613436771,6.807417841,7.146238858,7.509266904,6.272203185,6.784419112,4.129629002,3.610847412,6.702063015,6.054890393,3.67505687,5.154196392,8.561283213,5.321486827,6.272203186,4.332928488,5.774206023,0,6.114703479
5.67378006,3.612565321,3.827656016,3.549107493,5.443213745,5.548337284,3.345575642,5.07355266,5.614297996,5.749114461,3.252442354,3.564183921,6.156863127,3.283507666,9.326950103,4.023273476,3.345575642,6.18898969,5.476649853,6.114703479,0
