"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",0,2.63038374770672,2.63038374770672,2.63038374770672,2.4132466143268,2.63038374770672,2.63038374770672,2.4132466143268,0,0,2.63038374770672,2.63038374770672,0,2.63038374770672,0.931146066631269,2.63038374770672,2.63038374770672,0,1.13842884458931,0,2.63038374770672
"2",2.63038374770672,0,0,0,0.877941999225704,0,0,0.877941999225704,2.63038374770672,2.63038374770672,0,0,2.63038374770672,0,1.92437005548106,0,0,2.63038374770672,1.49195490311741,2.63038374770672,0
"3",2.63038374770672,0,0,0,0.877941999225704,0,0,0.877941999225704,2.63038374770672,2.63038374770672,0,0,2.63038374770672,0,1.92437005548106,0,0,2.63038374770672,1.49195490311741,2.63038374770672,0
"4",2.63038374770672,0,0,0,0.877941999225704,0,0,0.877941999225704,2.63038374770672,2.63038374770672,0,0,2.63038374770672,0,1.92437005548106,0,0,2.63038374770672,1.49195490311741,2.63038374770672,0
"5",2.4132466143268,0.877941999225704,0.877941999225704,0.877941999225704,0,0.877941999225704,0.877941999225704,0,2.4132466143268,2.4132466143268,0.877941999225704,0.877941999225704,2.4132466143268,0.877941999225704,1.70723292210114,0.877941999225704,0.877941999225704,2.4132466143268,1.27481776973749,2.4132466143268,0.877941999225704
"6",2.63038374770672,0,0,0,0.877941999225704,0,0,0.877941999225704,2.63038374770672,2.63038374770672,0,0,2.63038374770672,0,1.92437005548106,0,0,2.63038374770672,1.49195490311741,2.63038374770672,0
"7",2.63038374770672,0,0,0,0.877941999225704,0,0,0.877941999225704,2.63038374770672,2.63038374770672,0,0,2.63038374770672,0,1.92437005548106,0,0,2.63038374770672,1.49195490311741,2.63038374770672,0
"8",2.4132466143268,0.877941999225704,0.877941999225704,0.877941999225704,0,0.877941999225704,0.877941999225704,0,2.4132466143268,2.4132466143268,0.877941999225704,0.877941999225704,2.4132466143268,0.877941999225704,1.70723292210114,0.877941999225704,0.877941999225704,2.4132466143268,1.27481776973749,2.4132466143268,0.877941999225704
"9",0,2.63038374770672,2.63038374770672,2.63038374770672,2.4132466143268,2.63038374770672,2.63038374770672,2.4132466143268,0,0,2.63038374770672,2.63038374770672,0,2.63038374770672,0.931146066631269,2.63038374770672,2.63038374770672,0,1.13842884458931,0,2.63038374770672
"10",0,2.63038374770672,2.63038374770672,2.63038374770672,2.4132466143268,2.63038374770672,2.63038374770672,2.4132466143268,0,0,2.63038374770672,2.63038374770672,0,2.63038374770672,0.931146066631269,2.63038374770672,2.63038374770672,0,1.13842884458931,0,2.63038374770672
"11",2.63038374770672,0,0,0,0.877941999225704,0,0,0.877941999225704,2.63038374770672,2.63038374770672,0,0,2.63038374770672,0,1.92437005548106,0,0,2.63038374770672,1.49195490311741,2.63038374770672,0
"12",2.63038374770672,0,0,0,0.877941999225704,0,0,0.877941999225704,2.63038374770672,2.63038374770672,0,0,2.63038374770672,0,1.92437005548106,0,0,2.63038374770672,1.49195490311741,2.63038374770672,0
"13",0,2.63038374770672,2.63038374770672,2.63038374770672,2.4132466143268,2.63038374770672,2.63038374770672,2.4132466143268,0,0,2.63038374770672,2.63038374770672,0,2.63038374770672,0.931146066631269,2.63038374770672,2.63038374770672,0,1.13842884458931,0,2.63038374770672
"14",2.63038374770672,0,0,0,0.877941999225704,0,0,0.877941999225704,2.63038374770672,2.63038374770672,0,0,2.63038374770672,0,1.92437005548106,0,0,2.63038374770672,1.49195490311741,2.63038374770672,0
"15",0.931146066631269,1.92437005548106,1.92437005548106,1.92437005548106,1.70723292210114,1.92437005548106,1.92437005548106,1.70723292210114,0.931146066631269,0.931146066631269,1.92437005548106,1.92437005548106,0.931146066631269,1.92437005548106,0,1.92437005548106,1.92437005548106,0.931146066631269,0.432415152363645,0.931146066631269,1.92437005548106
"16",2.63038374770672,0,0,0,0.877941999225704,0,0,0.877941999225704,2.63038374770672,2.63038374770672,0,0,2.63038374770672,0,1.92437005548106,0,0,2.63038374770672,1.49195490311741,2.63038374770672,0
"17",2.63038374770672,0,0,0,0.877941999225704,0,0,0.877941999225704,2.63038374770672,2.63038374770672,0,0,2.63038374770672,0,1.92437005548106,0,0,2.63038374770672,1.49195490311741,2.63038374770672,0
"18",0,2.63038374770672,2.63038374770672,2.63038374770672,2.4132466143268,2.63038374770672,2.63038374770672,2.4132466143268,0,0,2.63038374770672,2.63038374770672,0,2.63038374770672,0.931146066631269,2.63038374770672,2.63038374770672,0,1.13842884458931,0,2.63038374770672
"19",1.13842884458931,1.49195490311741,1.49195490311741,1.49195490311741,1.27481776973749,1.49195490311741,1.49195490311741,1.27481776973749,1.13842884458931,1.13842884458931,1.49195490311741,1.49195490311741,1.13842884458931,1.49195490311741,0.432415152363645,1.49195490311741,1.49195490311741,1.13842884458931,0,1.13842884458931,1.49195490311741
"20",0,2.63038374770672,2.63038374770672,2.63038374770672,2.4132466143268,2.63038374770672,2.63038374770672,2.4132466143268,0,0,2.63038374770672,2.63038374770672,0,2.63038374770672,0.931146066631269,2.63038374770672,2.63038374770672,0,1.13842884458931,0,2.63038374770672
"21",2.63038374770672,0,0,0,0.877941999225704,0,0,0.877941999225704,2.63038374770672,2.63038374770672,0,0,2.63038374770672,0,1.92437005548106,0,0,2.63038374770672,1.49195490311741,2.63038374770672,0
