"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",0,0.819815729905698,0.689118975430994,0.682673226497869,1.21360960189634,0.954543062494434,0.689118975430994,1.21360960189634,0.0651516640812038,0.0599674976514013,0.620930668701529,0.740505226254497,0.0599674976514013,0.53045210513914,0.76591867681815,0.491866891952808,0.689118975430994,0.0599674976514013,0.394270302996415,0.11624687163701,0.630450023455103
"2",0.819815729905698,0,0.130696754474704,0.200738169212848,0.538844534627942,0.200946698260786,0.130696754474704,0.538844534627942,0.809819795331369,0.759848232254297,0.244024509551295,0.1273108578147,0.759848232254297,0.289363624766558,1.56872367676428,0.343065192964052,0.130696754474704,0.759848232254297,0.561104327929759,0.703568858268688,0.209986739271206
"3",0.689118975430994,0.130696754474704,0,0.111573513045099,0.5869808811376,0.281888103479095,0,0.5869808811376,0.679123040856665,0.629151477779593,0.142799444463586,0.0747866627626794,0.629151477779593,0.158666870291854,1.45222363440098,0.212368438489348,0,0.629151477779593,0.430407573455055,0.572872103793984,0.0792899847965016
"4",0.682673226497869,0.200738169212848,0.111573513045099,0,0.530936375398471,0.287465147638086,0.111573513045099,0.530936375398471,0.69821775572391,0.622705728846468,0.0617425577963404,0.0734273113981481,0.622705728846468,0.201999464827088,1.44577788546786,0.255701033024582,0.111573513045099,0.622705728846468,0.4069310602697,0.566426354860859,0.0777636668431363
"5",1.21360960189634,0.538844534627942,0.5869808811376,0.530936375398471,0,0.367514717670775,0.5869808811376,0,1.22915413112238,1.15364210424494,0.592678933194811,0.512194218374921,1.15364210424494,0.732935840225559,1.97253645429283,0.786637408423053,0.5869808811376,1.15364210424494,0.874796335241569,1.09736273025933,0.608700042241607
"6",0.954543062494434,0.200946698260786,0.281888103479095,0.287465147638086,0.367514717670775,0,0.281888103479095,0.367514717670775,0.944547127920105,0.894575564843033,0.349207705434426,0.214037836239938,0.894575564843033,0.44055497377095,1.71764772146442,0.494256541968443,0.281888103479095,0.894575564843033,0.685596800548307,0.838296190857424,0.324093039039332
"7",0.689118975430994,0.130696754474704,0,0.111573513045099,0.5869808811376,0.281888103479095,0,0.5869808811376,0.679123040856665,0.629151477779593,0.142799444463586,0.0747866627626794,0.629151477779593,0.158666870291854,1.45222363440098,0.212368438489348,0,0.629151477779593,0.430407573455055,0.572872103793984,0.0792899847965016
"8",1.21360960189634,0.538844534627942,0.5869808811376,0.530936375398471,0,0.367514717670775,0.5869808811376,0,1.22915413112238,1.15364210424494,0.592678933194811,0.512194218374921,1.15364210424494,0.732935840225559,1.97253645429283,0.786637408423053,0.5869808811376,1.15364210424494,0.874796335241569,1.09736273025933,0.608700042241607
"9",0.0651516640812038,0.809819795331369,0.679123040856665,0.69821775572391,1.22915413112238,0.944547127920105,0.679123040856665,1.22915413112238,0,0.0878045658573536,0.645350922691937,0.730509291680167,0.0878045658573536,0.520456170564811,0.795289797492214,0.476108656551229,0.679123040856665,0.0878045658573536,0.420123221044042,0.142099789684636,0.620454088880773
"10",0.0599674976514013,0.759848232254297,0.629151477779593,0.622705728846468,1.15364210424494,0.894575564843033,0.629151477779593,1.15364210424494,0.0878045658573536,0,0.560963171050127,0.680537728603095,0,0.470484607487738,0.823072156621389,0.431899394301407,0.629151477779593,0,0.334302805345014,0.0562793739856089,0.570482525803701
