"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",0,37.8174504564067,21.1507904564068,21.1507904564068,61.3876670678677,37.8174504564067,21.1507904564068,61.3876670678677,0,16.2288947917951,21.1507904564068,37.8174504564067,0,21.1507904564068,39.6177831168826,21.1507904564068,21.1507904564068,16.2288947917951,22.9511231168832,0,21.1507904564068
"2",37.8174504564067,0,16.6666599999999,16.6666599999999,23.5702166114611,0,16.6666599999999,23.5702166114611,37.8174504564067,54.0463452482018,16.6666599999999,0,37.8174504564067,16.6666599999999,65.0739712198259,16.6666599999999,16.6666599999999,54.0463452482018,40.236876611461,37.8174504564067,16.6666599999999
"3",21.1507904564068,16.6666599999999,0,0,40.236876611461,16.6666599999999,0,40.236876611461,21.1507904564068,37.3796852482019,0,16.6666599999999,21.1507904564068,0,48.407311219826,0,0,37.3796852482019,23.5702166114611,21.1507904564068,0
"4",21.1507904564068,16.6666599999999,0,0,40.236876611461,16.6666599999999,0,40.236876611461,21.1507904564068,37.3796852482019,0,16.6666599999999,21.1507904564068,0,48.407311219826,0,0,37.3796852482019,23.5702166114611,21.1507904564068,0
"5",61.3876670678677,23.5702166114611,40.236876611461,40.236876611461,0,23.5702166114611,40.236876611461,0,61.3876670678677,66.6666400000004,40.236876611461,23.5702166114611,61.3876670678677,40.236876611461,88.644187831287,40.236876611461,40.236876611461,66.6666400000004,49.9999799999998,61.3876670678677,40.236876611461
"6",37.8174504564067,0,16.6666599999999,16.6666599999999,23.5702166114611,0,16.6666599999999,23.5702166114611,37.8174504564067,54.0463452482018,16.6666599999999,0,37.8174504564067,16.6666599999999,65.0739712198259,16.6666599999999,16.6666599999999,54.0463452482018,40.236876611461,37.8174504564067,16.6666599999999
"7",21.1507904564068,16.6666599999999,0,0,40.236876611461,16.6666599999999,0,40.236876611461,21.1507904564068,37.3796852482019,0,16.6666599999999,21.1507904564068,0,48.407311219826,0,0,37.3796852482019,23.5702166114611,21.1507904564068,0
"8",61.3876670678677,23.5702166114611,40.236876611461,40.236876611461,0,23.5702166114611,40.236876611461,0,61.3876670678677,66.6666400000004,40.236876611461,23.5702166114611,61.3876670678677,40.236876611461,88.644187831287,40.236876611461,40.236876611461,66.6666400000004,49.9999799999998,61.3876670678677,40.236876611461
"9",0,37.8174504564067,21.1507904564068,21.1507904564068,61.3876670678677,37.8174504564067,21.1507904564068,61.3876670678677,0,16.2288947917951,21.1507904564068,37.8174504564067,0,21.1507904564068,39.6177831168826,21.1507904564068,21.1507904564068,16.2288947917951,22.9511231168832,0,21.1507904564068
"10",16.2288947917951,54.0463452482018,37.3796852482019,37.3796852482019,66.6666400000004,54.0463452482018,37.3796852482019,66.6666400000004,16.2288947917951,0,37.3796852482019,54.0463452482018,16.2288947917951,37.3796852482019,33.3333199999998,37.3796852482019,37.3796852482019,0,16.6666600000006,16.2288947917951,37.3796852482019
"11",21.1507904564068,16.6666599999999,0,0,40.236876611461,16.6666599999999,0,40.236876611461,21.1507904564068,37.3796852482019,0,16.6666599999999,21.1507904564068,0,48.407311219826,0,0,37.3796852482019,23.5702166114611,21.1507904564068,0
"12",37.8174504564067,0,16.6666599999999,16.6666599999999,23.5702166114611,0,16.6666599999999,23.5702166114611,37.8174504564067,54.0463452482018,16.6666599999999,0,37.8174504564067,16.6666599999999,65.0739712198259,16.6666599999999,16.6666599999999,54.0463452482018,40.236876611461,37.8174504564067,16.6666599999999
"13",0,37.8174504564067,21.1507904564068,21.1507904564068,61.3876670678677,37.8174504564067,21.1507904564068,61.3876670678677,0,16.2288947917951,21.1507904564068,37.8174504564067,0,21.1507904564068,39.6177831168826,21.1507904564068,21.1507904564068,16.2288947917951,22.9511231168832,0,21.1507904564068
"14",21.1507904564068,16.6666599999999,0,0,40.236876611461,16.6666599999999,0,40.236876611461,21.1507904564068,37.3796852482019,0,16.6666599999999,21.1507904564068,0,48.407311219826,0,0,37.3796852482019,23.5702166114611,21.1507904564068,0
"15",39.6177831168826,65.0739712198259,48.407311219826,48.407311219826,88.644187831287,65.0739712198259,48.407311219826,88.644187831287,39.6177831168826,33.3333199999998,48.407311219826,65.0739712198259,39.6177831168826,48.407311219826,0,48.407311219826,48.407311219826,33.3333199999998,49.9999800000005,39.6177831168826,48.407311219826
"16",21.1507904564068,16.6666599999999,0,0,40.236876611461,16.6666599999999,0,40.236876611461,21.1507904564068,37.3796852482019,0,16.6666599999999,21.1507904564068,0,48.407311219826,0,0,37.3796852482019,23.5702166114611,21.1507904564068,0
"17",21.1507904564068,16.6666599999999,0,0,40.236876611461,16.6666599999999,0,40.236876611461,21.1507904564068,37.3796852482019,0,16.6666599999999,21.1507904564068,0,48.407311219826,0,0,37.3796852482019,23.5702166114611,21.1507904564068,0
"18",16.2288947917951,54.0463452482018,37.3796852482019,37.3796852482019,66.6666400000004,54.0463452482018,37.3796852482019,66.6666400000004,16.2288947917951,0,37.3796852482019,54.0463452482018,16.2288947917951,37.3796852482019,33.3333199999998,37.3796852482019,37.3796852482019,0,16.6666600000006,16.2288947917951,37.3796852482019
"19",22.9511231168832,40.236876611461,23.5702166114611,23.5702166114611,49.9999799999998,40.236876611461,23.5702166114611,49.9999799999998,22.9511231168832,16.6666600000006,23.5702166114611,40.236876611461,22.9511231168832,23.5702166114611,49.9999800000005,23.5702166114611,23.5702166114611,16.6666600000006,0,22.9511231168832,23.5702166114611
"20",0,37.8174504564067,21.1507904564068,21.1507904564068,61.3876670678677,37.8174504564067,21.1507904564068,61.3876670678677,0,16.2288947917951,21.1507904564068,37.8174504564067,0,21.1507904564068,39.6177831168826,21.1507904564068,21.1507904564068,16.2288947917951,22.9511231168832,0,21.1507904564068
"21",21.1507904564068,16.6666599999999,0,0,40.236876611461,16.6666599999999,0,40.236876611461,21.1507904564068,37.3796852482019,0,16.6666599999999,21.1507904564068,0,48.407311219826,0,0,37.3796852482019,23.5702166114611,21.1507904564068,0
