"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0,17.1130889307775,0,22.7842857519074,17.1130889307775,0,22.7842857519074,3.38330573453439,22.7842857519074,11.5311978064786,30.2904216272296,22.7842857519074,11.5311978064786,0,22.7842857519074,22.7842857519074,22.7842857519074,17.1130889307775,11.5311978064786,17.1130889307775
"2",17.1130889307775,0,17.1130889307775,22.8180889945848,0,17.1130889307775,22.8180889945848,15.2741264446645,22.8180889945848,14.5613551632463,14.0241301681692,22.8180889945848,14.5613551632463,17.1130889307775,22.8180889945848,22.8180889945848,22.8180889945848,0,14.5613551632463,0
"3",0,17.1130889307775,0,22.7842857519074,17.1130889307775,0,22.7842857519074,3.38330573453439,22.7842857519074,11.5311978064786,30.2904216272296,22.7842857519074,11.5311978064786,0,22.7842857519074,22.7842857519074,22.7842857519074,17.1130889307775,11.5311978064786,17.1130889307775
"4",22.7842857519074,22.8180889945848,22.7842857519074,0,22.8180889945848,22.7842857519074,0,23.4041059782777,0,15.1378209018466,14.5580645892428,0,15.1378209018466,22.7842857519074,0,0,0,22.8180889945848,15.1378209018466,22.8180889945848
"5",17.1130889307775,0,17.1130889307775,22.8180889945848,0,17.1130889307775,22.8180889945848,15.2741264446645,22.8180889945848,14.5613551632463,14.0241301681692,22.8180889945848,14.5613551632463,17.1130889307775,22.8180889945848,22.8180889945848,22.8180889945848,0,14.5613551632463,0
"6",0,17.1130889307775,0,22.7842857519074,17.1130889307775,0,22.7842857519074,3.38330573453439,22.7842857519074,11.5311978064786,30.2904216272296,22.7842857519074,11.5311978064786,0,22.7842857519074,22.7842857519074,22.7842857519074,17.1130889307775,11.5311978064786,17.1130889307775
"7",22.7842857519074,22.8180889945848,22.7842857519074,0,22.8180889945848,22.7842857519074,0,23.4041059782777,0,15.1378209018466,14.5580645892428,0,15.1378209018466,22.7842857519074,0,0,0,22.8180889945848,15.1378209018466,22.8180889945848
"8",3.38330573453439,15.2741264446645,3.38330573453439,23.4041059782777,15.2741264446645,3.38330573453439,23.4041059782777,0,23.4041059782777,14.914503541013,29.2982566128337,23.4041059782777,14.914503541013,3.38330573453439,23.4041059782777,23.4041059782777,23.4041059782777,15.2741264446645,14.914503541013,15.2741264446645
"9",22.7842857519074,22.8180889945848,22.7842857519074,0,22.8180889945848,22.7842857519074,0,23.4041059782777,0,15.1378209018466,14.5580645892428,0,15.1378209018466,22.7842857519074,0,0,0,22.8180889945848,15.1378209018466,22.8180889945848
"10",11.5311978064786,14.5613551632463,11.5311978064786,15.1378209018466,14.5613551632463,11.5311978064786,15.1378209018466,14.914503541013,15.1378209018466,0,18.759223820751,15.1378209018466,0,11.5311978064786,15.1378209018466,15.1378209018466,15.1378209018466,14.5613551632463,0,14.5613551632463
"11",30.2904216272296,14.0241301681692,30.2904216272296,14.5580645892428,14.0241301681692,30.2904216272296,14.5580645892428,29.2982566128337,14.5580645892428,18.759223820751,0,14.5580645892428,18.759223820751,30.2904216272296,14.5580645892428,14.5580645892428,14.5580645892428,14.0241301681692,18.759223820751,14.0241301681692
"12",22.7842857519074,22.8180889945848,22.7842857519074,0,22.8180889945848,22.7842857519074,0,23.4041059782777,0,15.1378209018466,14.5580645892428,0,15.1378209018466,22.7842857519074,0,0,0,22.8180889945848,15.1378209018466,22.8180889945848
"13",11.5311978064786,14.5613551632463,11.5311978064786,15.1378209018466,14.5613551632463,11.5311978064786,15.1378209018466,14.914503541013,15.1378209018466,0,18.759223820751,15.1378209018466,0,11.5311978064786,15.1378209018466,15.1378209018466,15.1378209018466,14.5613551632463,0,14.5613551632463
"14",0,17.1130889307775,0,22.7842857519074,17.1130889307775,0,22.7842857519074,3.38330573453439,22.7842857519074,11.5311978064786,30.2904216272296,22.7842857519074,11.5311978064786,0,22.7842857519074,22.7842857519074,22.7842857519074,17.1130889307775,11.5311978064786,17.1130889307775
"15",22.7842857519074,22.8180889945848,22.7842857519074,0,22.8180889945848,22.7842857519074,0,23.4041059782777,0,15.1378209018466,14.5580645892428,0,15.1378209018466,22.7842857519074,0,0,0,22.8180889945848,15.1378209018466,22.8180889945848
"16",22.7842857519074,22.8180889945848,22.7842857519074,0,22.8180889945848,22.7842857519074,0,23.4041059782777,0,15.1378209018466,14.5580645892428,0,15.1378209018466,22.7842857519074,0,0,0,22.8180889945848,15.1378209018466,22.8180889945848
"17",22.7842857519074,22.8180889945848,22.7842857519074,0,22.8180889945848,22.7842857519074,0,23.4041059782777,0,15.1378209018466,14.5580645892428,0,15.1378209018466,22.7842857519074,0,0,0,22.8180889945848,15.1378209018466,22.8180889945848
"18",17.1130889307775,0,17.1130889307775,22.8180889945848,0,17.1130889307775,22.8180889945848,15.2741264446645,22.8180889945848,14.5613551632463,14.0241301681692,22.8180889945848,14.5613551632463,17.1130889307775,22.8180889945848,22.8180889945848,22.8180889945848,0,14.5613551632463,0
"19",11.5311978064786,14.5613551632463,11.5311978064786,15.1378209018466,14.5613551632463,11.5311978064786,15.1378209018466,14.914503541013,15.1378209018466,0,18.759223820751,15.1378209018466,0,11.5311978064786,15.1378209018466,15.1378209018466,15.1378209018466,14.5613551632463,0,14.5613551632463
"20",17.1130889307775,0,17.1130889307775,22.8180889945848,0,17.1130889307775,22.8180889945848,15.2741264446645,22.8180889945848,14.5613551632463,14.0241301681692,22.8180889945848,14.5613551632463,17.1130889307775,22.8180889945848,22.8180889945848,22.8180889945848,0,14.5613551632463,0
