"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0,0.73275173236208,0,2.0848219295073,1.18113139582703,0,2.0848219295073,0.462019594773813,2.0848219295073,1.46879384563029,1.57766165251868,2.0848219295073,1.32383540776305,0,2.0848219295073,2.0848219295073,2.0848219295073,0.733628911279103,1.32383540776305,0.945652537365198
"2",0.73275173236208,0,0.73275173236208,1.35207019714522,0.607116335713201,0.73275173236208,1.35207019714522,0.270732137588267,1.35207019714522,0.736042113268207,1.07348867097678,1.35207019714522,1.19799542281773,0.73275173236208,1.35207019714522,1.35207019714522,1.35207019714522,0.235438008884918,1.19799542281773,0.441479555823301
"3",0,0.73275173236208,0,2.0848219295073,1.18113139582703,0,2.0848219295073,0.462019594773813,2.0848219295073,1.46879384563029,1.57766165251868,2.0848219295073,1.32383540776305,0,2.0848219295073,2.0848219295073,2.0848219295073,0.733628911279103,1.32383540776305,0.945652537365198
"4",2.08482192950731,1.35207019714522,2.08482192950731,0,1.04829746017064,2.08482192950731,0,1.62280233473349,0,0.616028083877018,0.680031002356412,0,1.15971419410093,2.08482192950731,0,0,0,1.49579994471857,1.15971419410093,1.31204011750989
"5",1.18113139582703,0.607116335713201,1.18113139582703,1.04829746017064,0,1.18113139582703,1.04829746017064,0.719111801053221,1.04829746017064,1.19873957189369,1.10455787550051,1.04829746017064,1.74070090387082,1.18113139582703,1.04829746017064,1.04829746017064,1.04829746017064,0.447502484547931,1.74070090387082,0.472548760347023
"6",0,0.73275173236208,0,2.0848219295073,1.18113139582703,0,2.0848219295073,0.462019594773813,2.0848219295073,1.46879384563029,1.57766165251868,2.0848219295073,1.32383540776305,0,2.0848219295073,2.0848219295073,2.0848219295073,0.733628911279103,1.32383540776305,0.945652537365198
"7",2.08482192950731,1.35207019714522,2.08482192950731,0,1.04829746017064,2.08482192950731,0,1.62280233473349,0,0.616028083877018,0.680031002356412,0,1.15971419410093,2.08482192950731,0,0,0,1.49579994471857,1.15971419410093,1.31204011750989
"8",0.462019594773813,0.270732137588267,0.462019594773813,1.62280233473349,0.719111801053221,0.462019594773813,1.62280233473349,0,1.62280233473349,1.00677425085647,1.11564205774487,1.62280233473349,1.0215891028176,0.462019594773813,1.62280233473349,1.62280233473349,1.62280233473349,0.27160931650529,1.0215891028176,0.483632942591385
"9",2.08482192950731,1.35207019714522,2.08482192950731,0,1.04829746017064,2.08482192950731,0,1.62280233473349,0,0.616028083877018,0.680031002356412,0,1.15971419410093,2.08482192950731,0,0,0,1.49579994471857,1.15971419410093,1.31204011750989
"10",1.46879384563029,0.736042113268207,1.46879384563029,0.616028083877018,1.19873957189369,1.46879384563029,0.616028083877018,1.00677425085647,0.616028083877018,0,1.29605908623343,0.616028083877018,0.860783995348712,1.46879384563029,0.616028083877018,0.616028083877018,0.616028083877018,0.971480122153124,0.860783995348712,1.17752166909151
