"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",0,0.510456745783373,0.0804737532229201,0.721894852891675,0.557597179006291,0.0804737532229201,0.755228172891672,0.288561692891683,0.674754419668761,0.466666480000001,0.769035286114598,0.741421059668755,0.441421179668752,0.0804737532229201,0.727613946445833,0.755228172891672,0.674754419668761,0.504737652229223,0.441421179668752,0.557597179006291
"2",0.510456745783373,0,0.449509199337529,0.32189501289169,0.0471404332229182,0.449509199337529,0.355228332891687,0.280473673222921,0.302368806114615,0.294280786445853,0.341421219668761,0.369035446114609,0.366666520000003,0.449509199337529,0.382842559337535,0.355228332891687,0.302368806114615,0.0804737532229201,0.366666520000003,0.0471404332229182
"3",0.0804737532229201,0.449509199337529,0,0.660947306445839,0.496649632560447,0,0.694280626445836,0.208087939668763,0.613806873222925,0.460947386445843,0.708087739668758,0.680473513222919,0.435702086114603,0,0.666666399999997,0.694280626445836,0.613806873222925,0.443790105783379,0.435702086114603,0.496649632560447
"4",0.721894852891675,0.32189501289169,0.660947306445839,0,0.302368806114615,0.660947306445839,0.033333319999997,0.57475445966877,0.0471404332229182,0.255228372891686,0.0471404332229231,0.0471404332229182,0.363316352560459,0.660947306445839,0.0804737532229201,0.033333319999997,0.0471404332229182,0.382842559337535,0.363316352560459,0.302368806114615
"5",0.557597179006291,0.0471404332229182,0.496649632560447,0.302368806114615,0,0.496649632560447,0.335702126114612,0.327614106445835,0.282842599337539,0.313806993222931,0.321895012891686,0.349509239337533,0.413806953222918,0.496649632560447,0.363316352560459,0.335702126114612,0.282842599337539,0.0804737532229201,0.413806953222918,0
"6",0.0804737532229201,0.449509199337529,0,0.660947306445839,0.496649632560447,0,0.694280626445836,0.208087939668763,0.613806873222925,0.460947386445843,0.708087739668758,0.680473513222919,0.435702086114603,0,0.666666399999997,0.694280626445836,0.613806873222925,0.443790105783379,0.435702086114603,0.496649632560447
"7",0.755228172891672,0.355228332891687,0.694280626445836,0.033333319999997,0.335702126114612,0.694280626445836,0,0.608087779668767,0.0804737532229152,0.288561692891683,0.0333333200000041,0.033333319999997,0.396649672560456,0.694280626445836,0.0666666400000011,0,0.0804737532229152,0.416175879337532,0.396649672560456,0.335702126114612
"8",0.288561692891683,0.280473673222921,0.208087939668763,0.57475445966877,0.327614106445835,0.208087939668763,0.608087779668767,0,0.55522825289169,0.429982992560468,0.594280666445845,0.621894892891684,0.443790105783384,0.208087939668763,0.63570200611461,0.608087779668767,0.55522825289169,0.274754579668767,0.443790105783384,0.327614106445835
"9",0.674754419668761,0.302368806114615,0.613806873222925,0.0471404332229182,0.282842599337539,0.613806873222925,0.0804737532229152,0.55522825289169,0,0.208087939668768,0.0942808664458412,0.066666639999994,0.316175919337541,0.613806873222925,0.0804737532229201,0.0804737532229152,0,0.363316352560459,0.316175919337541,0.282842599337539
"10",0.466666480000001,0.294280786445853,0.460947386445843,0.255228372891686,0.313806993222931,0.460947386445843,0.288561692891683,0.429982992560468,0.208087939668768,0,0.302368806114609,0.274754579668762,0.127614186445848,0.460947386445843,0.260947466445836,0.288561692891683,0.208087939668768,0.374754539668773,0.127614186445848,0.313806993222931
