pop1,pop2,prpshrd
49,55,0.2171459
49,56,0.2108434
50,51,0.2394143
50,52,0.2313509
50,53,0.2454237
50,54,0.2397863
50,55,0.2275271
50,56,0.2258739
51,52,0.211827
51,53,0.2384685
51,54,0.2399802
51,55,0.2152574
51,56,0.2112407
52,53,0.238816
52,54,0.2303789
52,55,0.21532
52,56,0.2062904
53,54,0.1497485
53,55,0.2393091
53,56,0.2336257
54,55,0.235081
54,56,0.2347717
55,56,0.2272565
