0,31.903,8.669,8.66,9.376,9.565,9.619,3.343,45.426,10.559,10.66,11.515,36.136,11.606,12.628,12.622,6.652,30.856,31.136,31.286
31.903,0,33.048,33.04,33.755,33.944,33.999,33.977,46.415,34.938,35.039,35.895,19.835,35.985,37.007,37.001,31.031,3.933,14.835,7.531
8.669,33.048,0,5.212,5.927,2.513,6.171,10.743,46.571,5.105,5.206,6.061,37.281,4.554,9.179,9.174,4.574,32.002,32.281,32.432
8.66,33.04,5.212,0,3.931,6.108,2.194,10.734,46.563,7.102,7.204,8.059,37.273,8.149,6.144,6.138,4.566,31.993,32.273,32.423
9.376,33.755,5.927,3.931,0,6.823,4.89,11.45,47.278,7.817,7.919,8.774,37.988,8.864,7.899,7.893,5.281,32.708,32.988,33.138
9.565,33.944,2.513,6.108,6.823,0,7.067,11.639,47.467,6.001,6.102,6.957,38.177,4.512,10.075,10.07,5.47,32.897,33.177,33.327
9.619,33.999,6.171,2.194,4.89,7.067,0,11.693,47.522,8.061,8.162,9.018,38.232,9.108,7.103,7.097,5.525,32.952,33.232,33.382
3.343,33.977,10.743,10.734,11.45,11.639,11.693,0,47.5,12.633,12.734,13.589,38.21,13.68,14.702,14.696,8.726,32.93,33.21,33.36
45.426,46.415,46.571,46.563,47.278,47.467,47.522,47.5,0,48.462,48.563,49.418,50.648,49.508,50.53,50.525,44.554,45.369,45.648,45.799
10.559,34.938,5.105,7.102,7.817,6.001,8.061,12.633,48.462,0,4.958,4.173,39.171,8.042,11.07,11.064,6.464,33.892,34.171,34.322
10.66,35.039,5.206,7.204,7.919,6.102,8.162,12.734,48.563,4.958,0,5.915,39.272,8.143,11.171,11.165,6.565,33.993,34.272,34.423
11.515,35.895,6.061,8.059,8.774,6.957,9.018,13.589,49.418,4.173,5.915,0,40.127,8.998,12.026,12.02,7.421,34.848,35.127,35.278
36.136,19.835,37.281,37.273,37.988,38.177,38.232,38.21,50.648,39.171,39.272,40.127,0,40.218,41.24,41.234,35.264,18.789,5.944,19.219
11.606,35.985,4.554,8.149,8.864,4.512,9.108,13.68,49.508,8.042,8.143,8.998,40.218,0,12.116,12.111,7.511,34.939,35.218,35.369
12.628,37.007,9.179,6.144,7.899,10.075,7.103,14.702,50.53,11.07,11.171,12.026,41.24,12.116,0,8.268,8.533,35.96,36.24,36.39
12.622,37.001,9.174,6.138,7.893,10.07,7.097,14.696,50.525,11.064,11.165,12.02,41.234,12.111,8.268,0,8.527,35.955,36.234,36.385
6.652,31.031,4.574,4.566,5.281,5.47,5.525,8.726,44.554,6.464,6.565,7.421,35.264,7.511,8.533,8.527,0,29.985,30.264,30.415
30.856,3.933,32.002,31.993,32.708,32.897,32.952,32.93,45.369,33.892,33.993,34.848,18.789,34.939,35.96,35.955,29.985,0,13.789,6.485
31.136,14.835,32.281,32.273,32.988,33.177,33.232,33.21,45.648,34.171,34.272,35.127,5.944,35.218,36.24,36.234,30.264,13.789,0,14.219
31.286,7.531,32.432,32.423,33.138,33.327,33.382,33.36,45.799,34.322,34.423,35.278,19.219,35.369,36.39,36.385,30.415,6.485,14.219,0
