0,23741.47097,16164.5094,26395.4625,24457.8353,16117.21704,26524.90002,20960.43472,25944.00761,23474.16015,26791.92759,26565.72171,23150.54689,15278.12329,26767.9411,26840.92506,25874.68057,23852.10994,23039.89266,24521.96735
23741.47097,0,22978.76167,21387.66278,14859.00042,23091.4974,21407.77775,20686.87442,21171.7191,20311.60365,21546.25299,21849.50321,22077.68409,23179.21926,22190.57088,21785.85536,20843.66645,15861.66364,22082.73222,15276.73757
16164.5094,22978.76167,0,25965.36069,23694.24425,7815.077691,26081.12837,19440.08391,25542.50302,23184.55561,26330.00802,26167.69029,23162.9957,10510.99019,26385.26678,26401.16081,25446.20871,22969.63888,23064.82421,23752.0386
26395.4625,21387.66278,25965.36069,0,21353.99596,26076.1697,10519.85808,24673.73069,13943.91458,20461.20221,14065.98303,13082.97234,22099.62304,26095.1973,14858.10775,13085.5868,13575.99393,22423.95481,22199.99831,21435.13407
24457.8353,14859.00042,23694.24425,21353.99596,0,23801.1192,21317.50197,21416.54395,21280.50501,21054.33984,21368.16011,21871.79814,22742.91469,23892.81159,22224.53703,21669.58951,20908.19331,15795.55872,22756.99111,7832.789313
16117.21704,23091.4974,7815.077691,26076.1697,23801.1192,0,26191.55799,19556.67406,25654.40993,23305.55983,26439.79956,26278.55505,23277.9383,10164.91144,26495.97978,26511.20858,25558.0307,23073.38445,23179.9736,23858.10261
26524.90002,21407.77775,26081.12837,10519.85808,21317.50197,26191.55799,0,24751.10106,15146.22885,20719.71815,12276.32894,14228.87469,22342.73912,26213.69946,15496.45903,11639.33267,14582.89272,22419.12906,22439.20092,21393.17433
20960.43472,20686.87442,19440.08391,24673.73069,21416.54395,19556.67406,24751.10106,0,24334.29001,22388.67323,24948.58901,24960.48146,23079.22375,19821.83297,25216.81156,25079.42178,24165.93466,20256.57926,23017.2257,21456.78651
25944.00761,21171.7191,25542.50302,13943.91458,21280.50501,25654.40993,15146.22885,24334.29001,0,19625.90784,16584.28114,14176.89487,21391.52039,25666.6771,15359.32594,16087.33777,11812.18253,22275.75879,21500.54846,21375.60263
23474.16015,20311.60365,23184.55561,20461.20221,21054.33984,23305.55983,20719.71815,22388.67323,19625.90784,0,21176.12369,20535.11623,17794.93397,23286.94786,20751.89117,21111.3839,19681.71029,21494.92199,17887.64595,21182.60528
26791.92759,21546.25299,26330.00802,14065.98303,21368.16011,26439.79956,12276.32894,24948.58901,16584.28114,21176.12369,0,15724.42758,22760.14285,26466.17085,16481.15108,11821.21607,16086.46999,22505.24156,22851.76242,21433.43823
26565.72171,21849.50321,26167.69029,13082.97234,21871.79814,26278.55505,14228.87469,24960.48146,14176.89487,20535.11623,15724.42758,0,22024.52033,26290.91831,11354.26303,14381.13083,15062.74404,22866.4464,22134.75234,21953.08825
23150.54689,22077.68409,23162.9957,22099.62304,22742.91469,23277.9383,22342.73912,23079.22375,21391.52039,17794.93397,22760.14285,22024.52033,0,23201.78155,22119.76973,22638.45562,21542.09786,22964.97097,7788.299836,22848.42789
15278.12329,23179.21926,10510.99019,26095.1973,23892.81159,10164.91144,26213.69946,19821.83297,25666.6771,23286.94786,26466.17085,26290.91831,23201.78155,0,26505.29419,26532.8106,25575.94316,23192.7882,23101.01207,23951.66323
26767.9411,22190.57088,26385.26678,14858.10775,22224.53703,26495.97978,15496.45903,25216.81156,15359.32594,20751.89117,16481.15108,11354.26303,22119.76973,26505.29419,0,15263.84104,16196.92478,23186.8185,22234.43553,22304.01883
26840.92506,21785.85536,26401.16081,13085.5868,21669.58951,26511.20858,11639.33267,25079.42178,16087.33777,21111.3839,11821.21607,14381.13083,22638.45562,26532.8106,15263.84104,0,15892.50365,22753.88268,22736.33454,21738.67751
25874.68057,20843.66645,25446.20871,13575.99393,20908.19331,25558.0307,14582.89272,24165.93466,11812.18253,19681.71029,16086.46999,15062.74404,21542.09786,25575.94316,16196.92478,15892.50365,0,21971.5359,21641.94968,21004.36399
23852.10994,15861.66364,22969.63888,22423.95481,15795.55872,23073.38445,22419.12906,20256.57926,22275.75879,21494.92199,22505.24156,22866.4464,22964.97097,23192.7882,23186.8185,22753.88268,21971.5359,0,22959.29402,15730.02512
23039.89266,22082.73222,23064.82421,22199.99831,22756.99111,23179.9736,22439.20092,23017.2257,21500.54846,17887.64595,22851.76242,22134.75234,7788.299836,23101.01207,22234.43553,22736.33454,21641.94968,22959.29402,0,22862.2599
24521.96735,15276.73757,23752.0386,21435.13407,7832.789313,23858.10261,21393.17433,21456.78651,21375.60263,21182.60528,21433.43823,21953.08825,22848.42789,23951.66323,22304.01883,21738.67751,21004.36399,15730.02512,22862.2599,0
