pop1,pop2,prpshrd
22,66,0.2368234
22,67,0.2404403
22,68,0.2360248
22,69,0.2364745
22,70,0.210405
22,71,0.2265471
22,72,0.2453407
22,73,0.2316723
22,74,0.2383825
22,75,0.2325704
22,76,0.2365366
22,78,0.2090148
23,24,0.2193145
23,25,0.2209076
23,26,0.2132562
23,27,0.2244636
23,28,0.2128268
23,29,0.2064964
23,31,0.2387908
23,32,0.2049322
23,33,0.2279853
23,34,0.2205192
23,35,0.2162656
23,36,0.2297902
23,37,0.2174096
23,38,0.2207876
23,39,0.2072539
23,40,0.2240403
23,41,0.2345151
23,42,0.2148756
23,43,0.231408
23,44,0.2166862
23,45,0.2196902
23,46,0.2395948
23,47,0.2266715
23,48,0.237229
23,49,0.23778
23,50,0.2023785
23,51,0.2295381
23,52,0.2097364
23,53,0.2378219
23,54,0.2317896
23,55,0.2376712
23,56,0.2333584
23,57,0.2312236
23,58,0.2420667
23,59,0.2344772
23,60,0.2373168
23,61,0.2403375
23,62,0.2169676
23,63,0.2322727
23,64,0.2340102
23,65,0.232109
23,66,0.2285512
23,67,0.2321631
23,68,0.2267358
23,69,0.2272861
23,70,0.2289062
23,71,0.2301432
23,72,0.2273209
23,73,0.2228726
23,74,0.2208695
23,75,0.2335241
23,76,0.2389072
23,78,0.2118636
24,25,0.2262961
24,26,0.2327914
24,27,0.2252561
24,28,0.2276286
24,29,0.2289866
24,31,0.228778
24,32,0.2364818
24,33,0.2334809
24,34,0.2324466
24,35,0.2330013
24,36,0.2268928
24,37,0.2314898
24,38,0.2413146
24,39,0.2339145
24,40,0.2364865
24,41,0.2449001
24,42,0.2144681
24,43,0.240416
24,44,0.230581
24,45,0.2376217
24,46,0.2498865
24,47,0.2328949
24,48,0.2432891
24,49,0.2386817
24,50,0.2275525
24,51,0.2358094
24,52,0.2421328
24,53,0.247561
24,54,0.2388121
24,55,0.2498558
24,56,0.231868
24,57,0.2311923
24,58,0.2394581
24,59,0.2269962
24,60,0.2365342
24,61,0.2404757
24,62,0.2418525
24,63,0.2264337
24,64,0.2269333
24,65,0.2335678
24,66,0.2237592
24,67,0.2446268
24,68,0.2447277
24,69,0.2269405
24,70,0.1846699
24,71,0.2269951
24,72,0.23458
24,73,0.2321148
24,74,0.2361763
24,75,0.2394512
24,76,0.2379644
24,78,0.1816532
25,26,0.2214355
25,27,0.2379881
25,28,0.226047
25,29,0.2246266
25,31,0.2317865
25,32,0.2239374
25,33,0.2372234
25,34,0.2310391
25,35,0.2313651
25,36,0.2310389
25,37,0.2170788
25,38,0.2303346
25,39,0.2299668
25,40,0.2308223
25,41,0.2343346
25,42,0.2215437
25,43,0.2246646
25,44,0.2238146
25,45,0.2233804
25,46,0.2420737
25,47,0.2297637
25,48,0.240106
25,49,0.2404023
25,50,0.2345202
25,51,0.2297556
25,52,0.2408832
25,53,0.2406732
25,54,0.2335888
25,55,0.2434821
25,56,0.2373784
25,57,0.2309495
25,58,0.2409422
25,59,0.2394167
25,60,0.2390502
25,61,0.2375609
25,62,0.2341445
25,63,0.2395273
25,64,0.2332741
25,65,0.239726
25,66,0.2307049
25,67,0.2438481
25,68,0.2335225
25,69,0.2179292
25,70,0.2296628
25,71,0.2368899
25,72,0.2382768
25,73,0.2310458
25,74,0.2330617
25,75,0.2339582
25,76,0.230846
25,78,0.2267376
26,27,0.2208235
26,28,0.2188806
26,29,0.2166582
26,31,0.2314725
26,32,0.2173211
26,33,0.2354169
26,34,0.2215447
26,35,0.2206707
26,36,0.2233181
26,37,0.2138792
26,38,0.2287127
26,39,0.2282401
26,40,0.2238383
26,41,0.234998
26,42,0.2196017
26,43,0.2217071
26,44,0.2181712
26,45,0.2257542
26,46,0.229226
26,47,0.2273008
26,48,0.2453269
26,49,0.2276181
26,50,0.2241432
26,51,0.2331563
26,52,0.2318646
26,53,0.1898491
26,54,0.2305584
26,55,0.1913019
26,56,0.232039
26,57,0.2314354
26,58,0.2348223
26,59,0.2379805
26,60,0.2360642
26,61,0.2332453
26,62,0.196785
26,63,0.2346746
26,64,0.2337754
26,65,0.2286351
26,66,0.240119
26,67,0.2391157
26,68,0.2290127
26,69,0.2256443
26,70,0.2344952
26,71,0.2317061
26,72,0.232124
26,73,0.2284496
26,74,0.2249734
26,75,0.2330831
26,76,0.2258221
26,78,0.221814
27,28,0.2297003
27,29,0.2249639
27,31,0.2207848
27,32,0.2266549
27,33,0.2308893
27,34,0.2337449
27,35,0.2297133
27,36,0.2397969
27,37,0.2303431
27,38,0.2412494
27,39,0.2326082
27,40,0.236263
27,41,0.2490131
27,42,0.2316053
27,43,0.2358835
27,44,0.2287354
27,45,0.2330256
27,46,0.2377857
27,47,0.2324637
27,48,0.2454232
27,49,0.2420146
27,50,0.2336893
27,51,0.223509
27,52,0.2386497
27,53,0.2377705
27,54,0.238931
27,55,0.2384785
27,56,0.2389815
27,57,0.2361124
27,58,0.231887
27,59,0.2375304
27,60,0.224844
27,61,0.2417465
27,62,0.2349165
27,63,0.2372719
27,64,0.2164062
27,65,0.2393822
27,66,0.234033
27,67,0.2350629
27,68,0.238664
27,69,0.2286562
27,70,0.2369912
27,71,0.2347057
27,72,0.2404775
27,73,0.2353386
27,74,0.2455168
27,75,0.2308092
27,76,0.2333301
27,78,0.2264105
28,29,0.217736
28,31,0.2364514
28,32,0.2184471
28,33,0.2344666
28,34,0.2311403
28,35,0.2207367
28,36,0.2299035
28,37,0.2202911
28,38,0.1809699
28,39,0.1937182
28,40,0.1411306
28,41,0.2381688
28,42,0.2071287
28,43,0.2214041
28,44,0.144678
28,45,0.2196597
28,46,0.2252589
28,47,0.2363262
28,48,0.2464905
28,49,0.2301542
28,50,0.2086308
28,51,0.2276381
28,52,0.2354755
28,53,0.2402065
28,54,0.2199473
28,55,0.2261061
28,56,0.2350776
28,57,0.2347717
28,58,0.2392228
28,59,0.2437254
28,60,0.240365
28,61,0.2501283
28,62,0.2285276
28,63,0.2288248
28,64,0.2126382
28,65,0.2302616
28,66,0.1492277
28,67,0.2317924
28,68,0.2169822
28,69,0.2329196
28,70,0.2228799
28,71,0.2275431
28,72,0.2052446
28,73,0.2111052
28,74,0.1860995
28,75,0.2267569
28,76,0.2326783
28,78,0.2258832
29,31,0.2370254
29,32,0.2215366
29,33,0.2311321
29,34,0.2281392
29,35,0.2151996
29,36,0.2308363
29,37,0.2009629
29,38,0.2296001
29,39,0.2271364
29,40,0.2310184
29,41,0.2403195
29,42,0.2233943
29,43,0.2293497
29,44,0.2276786
29,45,0.2162727
29,46,0.2464885
29,47,0.2318646
29,48,0.2371935
29,49,0.2457375
29,50,0.2286608
29,51,0.2349169
29,52,0.2389558
29,53,0.2450734
29,54,0.2300927
29,55,0.2400485
29,56,0.2349668
29,57,0.2383611
29,58,0.2370862
29,59,0.2427662
29,60,0.243109
29,61,0.2254382
29,62,0.2274115
29,63,0.2421875
29,64,0.2389857
29,65,0.2387419
29,66,0.2287099
29,67,0.2402651
29,68,0.2360192
29,69,0.2283107
29,70,0.227485
29,71,0.202234
29,72,0.2397453
29,73,0.2318772
29,74,0.2283329
29,75,0.2390616
29,76,0.2362776
29,78,0.2305911
31,32,0.2281307
31,33,0.2362399
31,34,0.2352744
31,35,0.2394586
31,36,0.2380394
31,37,0.2284315
31,38,0.2427065
31,39,0.2368032
31,40,0.2337174
31,41,0.2464831
31,42,0.2318877
31,43,0.2295115
31,44,0.2331123
31,45,0.2362274
31,46,0.2390957
31,47,0.2340341
31,48,0.2482521
31,49,0.2401562
31,50,0.2367078
31,51,0.2396394
31,52,0.2423137
31,53,0.2341075
31,54,0.2348577
31,55,0.2466271
31,56,0.2430436
31,57,0.235596
31,58,0.2355241
31,59,0.2498185
31,60,0.2377073
31,61,0.2411129
31,62,0.2376389
31,63,0.239225
31,64,0.2401271
31,65,0.2449675
31,66,0.2393316
31,67,0.245615
31,68,0.2380823
31,69,0.2402318
31,70,0.2350848
31,71,0.2371173
31,72,0.2441968
31,73,0.2403533
31,74,0.2403033
31,75,0.2385419
31,76,0.2391774
31,78,0.2366365
32,33,0.2329023
32,34,0.1543601
32,35,0.2283755
32,36,0.2307215
32,37,0.2236978
32,38,0.2241059
32,39,0.2190244
32,40,0.2261279
32,41,0.2357701
32,42,0.2166465
32,43,0.2212103
32,44,0.2234203
32,45,0.220013
32,46,0.2296818
32,47,0.2199885
32,48,0.2147293
32,49,0.1768367
32,50,0.2029832
32,51,0.2322036
32,52,0.1912149
32,53,0.226643
32,54,0.2280178
32,55,0.2273007
32,56,0.2344597
32,57,0.2356169
32,58,0.2318172
32,59,0.2404065
32,60,0.2324666
32,61,0.2393223
32,62,0.1744411
32,63,0.2353253
32,64,0.2425424
32,65,0.2349323
32,66,0.2316798
32,67,0.2284661
32,68,0.2245047
32,69,0.226485
32,70,0.2315909
32,71,0.2353423
32,72,0.2286311
32,73,0.2322657
32,74,0.2246091
32,75,0.2291381
32,76,0.2300452
32,78,0.220318
33,34,0.2328777
33,35,0.1201437
33,36,0.2377449
33,37,0.1430695
33,38,0.239997
33,39,0.2367449
33,40,0.2364258
33,41,0.2433766
33,42,0.2316766
33,43,0.2300175
33,44,0.2388406
33,45,0.2307456
33,46,0.2372376
33,47,0.2356572
33,48,0.2389729
33,49,0.2316581
33,50,0.2396532
33,51,0.2335335
33,52,0.2305472
33,53,0.243533
33,54,0.233665
33,55,0.2412564
33,56,0.2388053
33,57,0.2354282
33,58,0.233624
33,59,0.2202207
33,60,0.2396369
33,61,0.2366936
33,62,0.2443117
33,63,0.2105572
33,64,0.2420145
33,65,0.2228408
33,66,0.2337125
33,67,0.2316622
33,68,0.2346984
33,69,0.240807
33,70,0.2323737
33,71,0.2271704
33,72,0.2423058
33,73,0.2309548
33,74,0.2398369
33,75,0.1891072
33,76,0.2400039
33,78,0.2320838
34,35,0.2260283
34,36,0.2345758
34,37,0.2289438
34,38,0.2182422
34,39,0.2241677
34,40,0.2307115
34,41,0.2378864
34,42,0.2214524
34,43,0.2372918
34,44,0.2342928
34,45,0.2306377
34,46,0.2486764
34,47,0.2240476
34,48,0.2176934
34,49,0.193498
34,50,0.2331158
34,51,0.2408363
34,52,0.1815143
34,53,0.2359408
34,54,0.2381213
34,55,0.2345299
34,56,0.2412044
34,57,0.2372582
34,58,0.2379348
34,59,0.2388268
34,60,0.2429986
34,61,0.2386364
34,62,0.2022379
34,63,0.2424779
34,64,0.2507017
34,65,0.2386642
34,66,0.2431512
34,67,0.2422531
34,68,0.2360106
34,69,0.2372297
34,70,0.2344251
34,71,0.2423672
34,72,0.239418
34,73,0.232237
34,74,0.23436
34,75,0.2392936
34,76,0.2372714
34,78,0.213716
35,36,0.231043
35,37,0.1281179
35,38,0.2295792
35,39,0.2295838
35,40,0.2311489
35,41,0.2462198
35,42,0.2234661
35,43,0.2311608
35,44,0.2256799
35,45,0.2207694
35,46,0.2437134
35,47,0.2388298
35,48,0.2383205
35,49,0.2341395
35,50,0.2304116
35,51,0.232049
35,52,0.2383355
35,53,0.2388252
35,54,0.2359401
35,55,0.2415972
35,56,0.2380457
35,57,0.234657
35,58,0.2424446
35,59,0.2223611
35,60,0.2438303
35,61,0.2298457
35,62,0.2319026
35,63,0.1995167
35,64,0.2497746
35,65,0.2203724
35,66,0.2363687
35,67,0.2390089
35,68,0.2373353
35,69,0.236645
35,70,0.2388829
35,71,0.2286367
35,72,0.2428144
35,73,0.2357464
35,74,0.2283048
35,75,0.186323
35,76,0.233523
35,78,0.2208569
36,37,0.2253528
36,38,0.156816
36,39,0.2388587
36,40,0.2336944
36,41,0.2414003
36,42,0.2232931
36,43,0.2253589
36,44,0.2290066
36,45,0.2335517
36,46,0.2349556
36,47,0.2270306
36,48,0.2490406
36,49,0.2381269
36,50,0.1875708
36,51,0.2348209
36,52,0.2437394
36,53,0.2350931
36,54,0.2355991
36,55,0.2406489
36,56,0.2384346
36,57,0.2370813
36,58,0.2419873
36,59,0.2417209
36,60,0.2390071
36,61,0.2422355
36,62,0.2360595
36,63,0.2335478
36,64,0.1930582
36,65,0.1881896
36,66,0.2357708
36,67,0.2460678
36,68,0.2412818
36,69,0.148032
36,70,0.2320112
36,71,0.2292401
36,72,0.2331871
36,73,0.2318415
36,74,0.1544554
36,75,0.2338031
36,76,0.2348663
36,78,0.2356264
37,38,0.2260399
37,39,0.2273758
37,40,0.2294982
37,41,0.2403836
37,42,0.2208414
37,43,0.2246078
37,44,0.218809
37,45,0.2124048
37,46,0.234779
37,47,0.2275986
37,48,0.2411081
37,49,0.2405908
37,50,0.2229401
37,51,0.2284538
37,52,0.2364219
37,53,0.2298501
37,54,0.2260342
37,55,0.2402793
37,56,0.2333232
37,57,0.2267255
37,58,0.2428306
37,59,0.2201632
37,60,0.2393291
37,61,0.2354475
37,62,0.2245848
37,63,0.1987003
37,64,0.2390368
37,65,0.2277791
37,66,0.2327435
37,67,0.2295751
37,68,0.2267773
37,69,0.2309736
37,70,0.230073
37,71,0.2222163
37,72,0.2332012
37,73,0.2305409
37,74,0.2292093
37,75,0.1820101
37,76,0.2282871
37,78,0.2259329
38,39,0.204282
38,40,0.1438881
38,41,0.2396767
38,42,0.2155916
38,43,0.2199847
38,44,0.1956802
38,45,0.2312959
38,46,0.2216495
38,47,0.2291792
38,48,0.2446907
38,49,0.2192154
38,50,0.1937089
38,51,0.2390641
38,52,0.2389236
38,53,0.2417898
38,54,0.2252756
38,55,0.2347103
38,56,0.2348223
38,57,0.2348998
38,58,0.2333137
38,59,0.2492967
38,60,0.2468203
38,61,0.2406112
38,62,0.2257406
38,63,0.2391374
38,64,0.2279746
38,65,0.2000803
38,66,0.2226909
38,67,0.2431658
38,68,0.2226011
38,69,0.216798
38,70,0.2372748
38,71,0.2366149
38,72,0.2077022
38,73,0.2055762
38,74,0.1333954
38,75,0.2318157
38,76,0.2364385
38,78,0.2342767
39,40,0.1895612
39,41,0.252967
39,42,0.2126806
39,43,0.2284493
39,44,0.1992341
39,45,0.218223
39,46,0.2343851
39,47,0.2329181
39,48,0.2468067
39,49,0.2395767
39,50,0.2221026
39,51,0.2361111
39,52,0.2284735
39,53,0.2387341
39,54,0.226921
39,55,0.2360986
39,56,0.2409071
39,57,0.2376857
39,58,0.2459026
39,59,0.2407454
39,60,0.2536006
39,61,0.2413497
39,62,0.2228326
39,63,0.2440744
39,64,0.2354236
39,65,0.2364063
39,66,0.2304734
39,67,0.2405995
39,68,0.2180919
39,69,0.2354224
39,70,0.2298654
39,71,0.2320014
39,72,0.2284958
39,73,0.2251687
39,74,0.2058541
39,75,0.2262511
39,76,0.2321971
39,78,0.2117456
40,41,0.242278
40,42,0.2048092
40,43,0.2062435
40,44,0.148111
40,45,0.2329581
40,46,0.2033727
40,47,0.2328029
40,48,0.2379306
40,49,0.2120065
40,50,0.2006713
40,51,0.2364429
40,52,0.2299921
40,53,0.2431592
40,54,0.2096349
40,55,0.2144308
40,56,0.2335419
40,57,0.2330358
40,58,0.2298836
40,59,0.2395024
40,60,0.234939
40,61,0.2426087
40,62,0.2287452
40,63,0.22511
40,64,0.2374836
40,65,0.2179173
40,66,0.2015296
40,67,0.2271618
40,68,0.2040996
40,69,0.2333417
40,70,0.2297939
40,71,0.2328527
40,72,0.1888327
40,73,0.1876443
40,74,0.1472835
40,75,0.2216827
40,76,0.2307263
40,78,0.2310677
41,42,0.2389775
41,43,0.2371102
41,44,0.2354457
41,45,0.2457792
41,46,0.2484865
41,47,0.2422998
41,48,0.2450521
41,49,0.2473094
41,50,0.2418718
41,51,0.2401208
41,52,0.2516542
41,53,0.252587
41,54,0.2301977
41,55,0.2485197
41,56,0.2447255
41,57,0.2390543
41,58,0.2403493
41,59,0.2437903
41,60,0.2453321
41,61,0.2477319
41,62,0.239332
41,63,0.2562318
41,64,0.2489686
41,65,0.2465806
41,66,0.2376587
41,67,0.2489712
41,68,0.2429891
41,69,0.241462
41,70,0.2370069
41,71,0.2440196
41,72,0.2524258
41,73,0.2433729
41,74,0.2378208
41,75,0.2431989
41,76,0.2446096
41,78,0.2475937
42,43,0.220734
42,44,0.2037519
42,45,0.2262446
42,46,0.2260584
42,47,0.2297269
42,48,0.2360113
42,49,0.2290206
42,50,0.2185735
42,51,0.2321592
42,52,0.2286299
42,53,0.2362806
42,54,0.2338129
42,55,0.2367999
42,56,0.2354705
42,57,0.2321164
42,58,0.2328839
42,59,0.2342123
42,60,0.2376201
42,61,0.239001
42,62,0.2249327
42,63,0.1930043
42,64,0.231436
42,65,0.2285221
42,66,0.2263109
42,67,0.2364197
42,68,0.2240716
42,69,0.2275651
42,70,0.2192965
42,71,0.2279568
42,72,0.1869669
42,73,0.2101214
42,74,0.2197192
42,75,0.2267875
42,76,0.2312375
42,78,0.2134462
43,44,0.2210681
43,45,0.2187301
43,46,0.1359207
43,47,0.2282881
43,48,0.2356757
43,49,0.2182156
43,50,0.2262096
43,51,0.233106
43,52,0.2353038
43,53,0.175084
43,54,0.2163056
43,55,0.2109021
43,56,0.2446221
43,57,0.2354123
43,58,0.2332041
43,59,0.2376051
43,60,0.2347077
43,61,0.2430842
43,62,0.2098073
43,63,0.2252352
43,64,0.2376911
43,65,0.2215486
43,66,0.2300257
43,67,0.2254075
43,68,0.2163254
43,69,0.2226848
43,70,0.2396623
43,71,0.2398259
43,72,0.2209173
43,73,0.2147484
43,74,0.219634
43,75,0.2235975
43,76,0.2348446
43,78,0.2372529
44,45,0.2222331
44,46,0.2242038
44,47,0.2315061
44,48,0.2476586
44,49,0.2246147
44,50,0.2121045
44,51,0.2304985
44,52,0.2381793
44,53,0.2356877
44,54,0.228633
44,55,0.2372956
44,56,0.2342233
44,57,0.2330888
44,58,0.2344271
44,59,0.2440495
44,60,0.2408841
44,61,0.2399221
44,62,0.2296875
44,63,0.2214762
44,64,0.2066486
44,65,0.2347898
44,66,0.204493
44,67,0.2420353
44,68,0.2182396
44,69,0.2289947
44,70,0.2234537
44,71,0.2274852
44,72,0.2093523
44,73,0.2104253
44,74,0.1984621
44,75,0.2264464
44,76,0.2326556
44,78,0.2250096
45,46,0.2192401
45,47,0.2418819
45,48,0.2492301
45,49,0.2382929
45,50,0.2271708
45,51,0.2257378
45,52,0.2378227
45,53,0.2168791
45,54,0.2255825
45,55,0.2307177
45,56,0.2309542
45,57,0.2332242
45,58,0.2415639
45,59,0.245282
45,60,0.2362869
45,61,0.2280201
45,62,0.210789
45,63,0.2418877
45,64,0.2374911
45,65,0.2411514
45,66,0.2337464
45,67,0.2464261
45,68,0.2294111
45,69,0.2298134
45,70,0.2030561
45,71,0.1495382
45,72,0.2425048
45,73,0.2298375
45,74,0.2306638
45,75,0.2321839
45,76,0.2387203
45,78,0.2180986
46,47,0.2361785
46,48,0.2480085
46,49,0.2249247
46,50,0.2368392
46,51,0.2357324
46,52,0.2354278
46,53,0.1904359
46,54,0.2232656
46,55,0.2070149
46,56,0.2466386
46,57,0.2466262
46,58,0.2380026
46,59,0.2436167
46,60,0.2367799
46,61,0.2473855
46,62,0.2060077
46,63,0.2362182
46,64,0.2398597
46,65,0.2248793
46,66,0.2314716
46,67,0.2256663
46,68,0.2241379
46,69,0.2244145
46,70,0.2457895
46,71,0.2417044
46,72,0.229101
46,73,0.2198656
46,74,0.2232627
46,75,0.2344741
46,76,0.235556
46,78,0.2410705
47,48,0.2301411
47,49,0.2283313
47,50,0.229446
47,51,0.233974
47,52,0.2382568
47,53,0.2435477
47,54,0.2270192
47,55,0.2350238
47,56,0.2412446
47,57,0.2409189
47,58,0.2391528
47,59,0.2377187
47,60,0.2383556
47,61,0.2356691
47,62,0.2377102
47,63,0.2411029
47,64,0.2306747
47,65,0.2368623
47,66,0.2391129
47,67,0.2424139
47,68,0.2262876
47,69,0.2220943
47,70,0.238277
47,71,0.2370587
47,72,0.2462054
47,73,0.2330006
47,74,0.2285916
47,75,0.2343184
47,76,0.2367817
47,78,0.2293699
48,49,0.238405
48,50,0.244201
48,51,0.2488671
48,52,0.233071
48,53,0.2459847
48,54,0.2417653
48,55,0.2482601
48,56,0.2494033
48,57,0.2440271
48,58,0.245276
48,59,0.2573867
48,60,0.2419406
48,61,0.2282175
48,62,0.2333728
48,63,0.248751
48,64,0.2543122
48,65,0.2518203
48,66,0.2475139
48,67,0.2456446
48,68,0.2412014
48,69,0.2510346
48,70,0.2437699
48,71,0.2457767
48,72,0.2447524
48,73,0.2448095
48,74,0.2422942
48,75,0.2463893
48,76,0.2382175
48,78,0.2458264
49,50,0.2353994
49,51,0.2434437
49,52,0.240611
49,53,0.2407644
49,54,0.2287515
49,55,0.2312596
49,56,0.2422579
49,57,0.2355668
49,58,0.2384658
49,59,0.2492327
49,60,0.2430685
49,61,0.24608
49,62,0.2331691
49,63,0.2338059
49,64,0.2440173
49,65,0.2308913
49,66,0.2380591
49,67,0.2421274
49,68,0.2236091
49,69,0.2379437
49,70,0.2362356
49,71,0.2438711
49,72,0.2260427
49,73,0.2189099
49,74,0.2283681
49,75,0.235757
49,76,0.2464947
49,78,0.233913
50,51,0.2313712
50,52,0.1997385
50,53,0.2391848
50,54,0.2306399
50,55,0.2405836
50,56,0.2477767
50,57,0.2350353
50,58,0.2420524
50,59,0.2472319
50,60,0.2399814
50,61,0.2493559
50,62,0.2127769
50,63,0.2211019
50,64,0.216103
50,65,0.2198795
50,66,0.2260246
50,67,0.2429696
50,68,0.226519
50,69,0.2142163
50,70,0.2323391
50,71,0.2267258
50,72,0.2220882
50,73,0.2246025
50,74,0.1568627
50,75,0.2301748
50,76,0.2335559
50,78,0.2370462
51,52,0.2376352
51,53,0.2359424
51,54,0.2327473
51,55,0.2434646
51,56,0.2339761
51,57,0.2431055
51,58,0.2372031
51,59,0.2344749
51,60,0.2405674
51,61,0.2348614
51,62,0.231946
51,63,0.2319416
51,64,0.2300679
51,65,0.2409736
51,66,0.231187
51,67,0.2346633
51,68,0.2395947
51,69,0.2284913
51,70,0.2317981
51,71,0.2323844
51,72,0.2412774
51,73,0.2276857
51,74,0.2321532
51,75,0.2332149
51,76,0.2242888
51,78,0.2308623
52,53,0.2400353
52,54,0.2303933
52,55,0.2378855
52,56,0.2461135
52,57,0.2437204
52,58,0.2367518
52,59,0.2402092
52,60,0.2426747
52,61,0.2484896
52,62,0.1957012
52,63,0.236
52,64,0.2409547
52,65,0.2410838
52,66,0.2416197
52,67,0.2374558
52,68,0.2327536
52,69,0.240509
52,70,0.2403024
52,71,0.240065
52,72,0.2430993
52,73,0.2409809
52,74,0.2391731
52,75,0.2398791
52,76,0.2404911
52,78,0.2391143
53,54,0.2377094
53,55,0.1825755
53,56,0.2395683
53,57,0.2424173
53,58,0.2445058
53,59,0.2476525
53,60,0.2389612
53,61,0.2496462
53,62,0.1442192
53,63,0.240759
53,64,0.2411128
53,65,0.2445236
53,66,0.24704
53,67,0.2375124
53,68,0.240273
53,69,0.2327506
53,70,0.244124
53,71,0.239245
53,72,0.2361291
53,73,0.2424867
53,74,0.2398112
53,75,0.2429678
53,76,0.2413308
53,78,0.2458132
54,55,0.2295359
54,56,0.2381741
54,57,0.2342426
54,58,0.231283
54,59,0.2391379
54,60,0.2371645
54,61,0.2370246
54,62,0.2316916
54,63,0.2362532
54,64,0.2394036
54,65,0.2255563
54,66,0.2271721
54,67,0.2370462
54,68,0.1476968
54,69,0.2315743
54,70,0.2402314
54,71,0.2268013
54,72,0.23175
54,73,0.203829
54,74,0.222456
54,75,0.1994729
54,76,0.2373637
54,78,0.2422454
55,56,0.2392801
55,57,0.244911
55,58,0.2365449
55,59,0.242637
55,60,0.2441758
55,61,0.2501609
55,62,0.1981418
55,63,0.2385965
55,64,0.2417226
55,65,0.2333097
55,66,0.2361446
55,67,0.2387698
55,68,0.225021
55,69,0.2342916
55,70,0.2434211
55,71,0.2430841
55,72,0.2389466
55,73,0.2234533
55,74,0.2263131
55,75,0.239036
55,76,0.2390294
55,78,0.2400285
56,57,0.226566
56,58,0.2348775
56,59,0.2452111
56,60,0.2270813
56,61,0.2447101
56,62,0.2401007
56,63,0.2379468
56,64,0.2476415
56,65,0.2465846
56,66,0.2265308
56,67,0.2489055
56,68,0.2376289
56,69,0.2385346
56,70,0.2406935
56,71,0.2366133
56,72,0.2403604
56,73,0.232237
56,74,0.2399754
56,75,0.2361136
56,76,0.2143899
56,78,0.2418594
57,58,0.2318975
57,59,0.2428615
57,60,0.2314291
57,61,0.2429972
57,62,0.237842
57,63,0.2379201
57,64,0.2393208
57,65,0.2420589
57,66,0.2361031
57,67,0.2415125
57,68,0.2266419
57,69,0.2349818
57,70,0.2315193
57,71,0.2341507
57,72,0.2391703
57,73,0.2313346
57,74,0.2342721
57,75,0.2302139
57,76,0.2341672
57,78,0.2388208
58,59,0.2459729
58,60,0.2322469
58,61,0.2462819
58,62,0.2416048
58,63,0.2398757
58,64,0.2427045
58,65,0.2400639
58,66,0.2346908
58,67,0.2388068
58,68,0.2319137
58,69,0.2425994
58,70,0.2391519
58,71,0.2415037
58,72,0.2377081
58,73,0.2333196
58,74,0.240795
58,75,0.2409003
58,76,0.2406932
58,78,0.2462672
59,60,0.2479282
59,61,0.2324059
59,62,0.2328039
59,63,0.2308209
59,64,0.2506401
59,65,0.1912936
59,66,0.240146
59,67,0.2343568
59,68,0.2420932
59,69,0.2401106
59,70,0.2176078
59,71,0.2430655
59,72,0.2539195
59,73,0.2426447
59,74,0.2381959
59,75,0.2283093
59,76,0.248188
59,78,0.2149039
60,61,0.2430706
60,62,0.2400981
60,63,0.2443633
60,64,0.2322407
60,65,0.2455882
60,66,0.2280228
60,67,0.2408223
60,68,0.2439786
60,69,0.2367005
60,70,0.2432711
60,71,0.2429134
60,72,0.2502208
60,73,0.2375116
60,74,0.2453409
60,75,0.2442481
60,76,0.2346615
60,78,0.2411093
61,62,0.2497548
61,63,0.2454667
61,64,0.2462181
61,65,0.2377448
61,66,0.2424095
61,67,0.2412576
61,68,0.2420498
61,69,0.2337402
61,70,0.2367282
61,71,0.2119386
61,72,0.2505162
61,73,0.2382204
61,74,0.2480514
61,75,0.2425114
61,76,0.2424889
61,78,0.2378795
62,63,0.2452349
62,64,0.2459415
62,65,0.2349658
62,66,0.2416159
62,67,0.2368092
62,68,0.2314105
62,69,0.2346726
62,70,0.2334106
62,71,0.2331858
62,72,0.2401011
62,73,0.2346657
62,74,0.2316537
62,75,0.2408374
62,76,0.2323561
62,78,0.232115
63,64,0.2334858
63,65,0.2312404
63,66,0.2319979
63,67,0.2424697
63,68,0.2350402
63,69,0.2293459
63,70,0.2375769
63,71,0.235572
63,72,0.2038652
63,73,0.2216121
63,74,0.2323411
63,75,0.1975722
63,76,0.2410678
63,78,0.2349547
64,65,0.2341652
64,66,0.2193219
64,67,0.2392424
64,68,0.2401961
64,69,0.2031584
64,70,0.2347632
64,71,0.2375086
64,72,0.2404264
64,73,0.2332442
64,74,0.2172269
64,75,0.2399461
64,76,0.2379553
64,78,0.2306772
65,66,0.2357328
65,67,0.2355029
65,68,0.2278753
65,69,0.2175427
65,70,0.2343916
65,71,0.2375655
65,72,0.2310282
65,73,0.2318451
65,74,0.205618
65,75,0.2278574
65,76,0.2419632
65,78,0.2259552
66,67,0.2342236
66,68,0.2279436
66,69,0.2337586
66,70,0.2349947
66,71,0.235583
66,72,0.2329085
66,73,0.2264814
66,74,0.2132078
66,75,0.2373084
66,76,0.2321236
66,78,0.2371852
67,68,0.2295659
67,69,0.240391
67,70,0.2499725
67,71,0.2524911
67,72,0.2398104
67,73,0.2331923
67,74,0.2438217
67,75,0.2334811
67,76,0.2455976
67,78,0.2477689
68,69,0.2321331
68,70,0.2373009
68,71,0.2374824
68,72,0.2187533
68,73,0.1835077
68,74,0.2257241
68,75,0.1448756
68,76,0.2352783
68,78,0.241772
69,70,0.227307
69,71,0.2256902
69,72,0.236977
69,73,0.2241225
69,74,0.2016082
